#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-06T23:19:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-06T23:19:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/438/3465/table2&-out=IDpt,x,y,z&-out.max=999999	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74383465
#Name: J/MNRAS/438/3465
#Title: Cosmic web filaments in the SDSS (Tempel+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/mnras/438/3465	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/438/3465	    IVOID of underlying data collection
#INFO	creator=Tempel E.	    First author or institution
#INFO	cites=bibcode:2014MNRAS.438.3465T	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/438/3465	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74383465	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_438_3465_table2:
#Name: J/MNRAS/438/3465/table2
#Title: Filament points properties
#Column	IDpt	(I6)	[1/275599] Unique identification number for a filament point, shared for all filaments	[ucd=pos.distance]
#Column	x	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.x]
#Column	y	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.y]
#Column	z	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.z]
IDpt	x	y	z
   631	  82.833	  54.330	  -7.601
   632	  82.368	  54.544	  -7.390
   633	  82.061	  54.896	  -7.199
   634	  81.751	  55.233	  -6.986
   635	  81.403	  55.499	  -6.743
   636	  81.063	  55.783	  -6.509
   637	  80.703	  56.046	  -6.281
   638	  80.340	  56.306	  -6.048
   639	  79.958	  56.526	  -5.810
   640	  79.560	  56.694	  -5.556
   641	  79.153	  56.820	  -5.287
   642	  78.744	  56.922	  -5.014
   643	  78.335	  57.030	  -4.747
   644	  77.924	  57.136	  -4.482
   645	  77.514	  57.249	  -4.219
   646	  77.100	  57.357	  -3.958
   647	  76.680	  57.441	  -3.701
   648	  76.250	  57.485	  -3.451
   649	  75.816	  57.464	  -3.203
   650	  75.386	  57.397	  -2.952
   651	  74.962	  57.292	  -2.697
   652	  74.542	  57.190	  -2.440
   653	  74.118	  57.105	  -2.188
   654	  73.701	  57.010	  -1.929
   655	  73.299	  56.872	  -1.668
   656	  72.933	  56.660	  -1.404
   657	  72.586	  56.403	  -1.148
   658	  72.250	  56.129	  -0.895
   659	  71.914	  55.858	  -0.643
   660	  71.579	  55.588	  -0.387
   661	  71.243	  55.320	  -0.131
   662	  70.905	  55.054	   0.124
   663	 -46.992	 132.989	 -87.297
   664	 -47.011	 133.507	 -87.172
   665	 -47.024	 134.007	 -87.046
   666	 -47.092	 134.510	 -86.958
   667	 -47.140	 135.003	 -86.877
   668	 -47.173	 135.497	 -86.804
   669	 -47.177	 135.995	 -86.742
   670	 -47.173	 136.493	 -86.674
   671	 -47.143	 136.980	 -86.567
   672	 -47.132	 137.452	 -86.403
   673	 -47.118	 137.910	 -86.195
   674	 -47.110	 138.369	 -85.992
   675	 -47.080	 138.835	 -85.809
   676	 -47.035	 139.305	 -85.644
   677	 -46.994	 139.779	 -85.488
   678	 -46.947	 140.259	 -85.340
   679	 -46.924	 140.742	 -85.192
   680	 -46.927	 141.223	 -85.042
   681	 -46.921	 141.706	 -84.905
   682	 -46.893	 142.197	 -84.803
   683	 -46.872	 142.692	 -84.722
   684	 -46.839	 143.185	 -84.630
   685	 -46.805	 143.673	 -84.520
   686	 -46.745	 144.164	 -84.432
   687	 -46.698	 144.667	 -84.396
   688	 -74.297	 186.792	 102.934
   689	 -74.269	 187.257	 103.118
   690	 -74.275	 187.719	 103.313
   691	 -74.330	 188.191	 103.504
   692	 -74.376	 188.666	 103.698
   693	 -74.367	 189.126	 103.907
   694	 -74.263	 189.563	 104.126
   695	 -74.125	 189.984	 104.359
   696	 -73.984	 190.401	 104.597
   697	 -73.852	 190.809	 104.855
   698	 -73.710	 191.210	 105.121
   699	 -73.562	 191.601	 105.402
   700	 -73.437	 192.011	 105.661
   701	 -73.332	 192.448	 105.879
   702	 -73.232	 192.915	 106.034
   703	 -73.113	 193.383	 106.176
   704	 -72.985	 193.844	 106.329
   705	 -72.858	 194.292	 106.510
   706	 -72.759	 194.738	 106.727
   707	 -72.651	 195.189	 106.935
   708	 -72.524	 195.646	 107.108
   709	 -72.500	 196.151	 107.256
   710	 -72.580	 196.670	 107.407
   711	 -72.763	 197.179	 107.571
   712	 -72.879	 197.642	 107.725
   713	 -73.000	 198.098	 107.894
   714	 -73.050	 198.575	 108.043
   715	 -73.272	 199.034	 108.148
   716	 -73.450	 199.512	 108.213
   717	 -73.622	 199.980	 108.288
   718	 -73.593	 200.480	 108.367
   719	 -73.584	 200.977	 108.447
   720	 -73.646	 201.469	 108.516
   721	 -73.728	 201.956	 108.598
   722	 -73.798	 202.442	 108.695
   723	 -73.739	 202.930	 108.816
   724	 -73.551	 203.398	 108.950
   725	 -73.269	 203.844	 109.086
   726	 -73.028	 204.270	 109.208
   727	 -72.812	 204.703	 109.333
   728	 -72.601	 205.139	 109.458
   729	 -72.387	 205.572	 109.587
   730	 -72.174	 206.004	 109.723
   731	 -71.959	 206.435	 109.857
   732	 -71.754	 206.872	 109.990
   733	 -71.554	 207.313	 110.111
   734	 -71.360	 207.758	 110.230
   735	 -71.167	 208.205	 110.346
   736	 -70.974	 208.652	 110.461
   737	 -70.779	 209.098	 110.578
   738	 -70.592	 209.547	 110.695
   739	 -70.425	 209.991	 110.854
   740	 -70.288	 210.402	 111.101
   741	 -70.153	 210.772	 111.420
   742	 -70.002	 211.107	 111.774
   743	 -69.824	 211.436	 112.106
   744	 -69.634	 211.764	 112.432
   745	 -69.433	 212.091	 112.752
   746	 -69.221	 212.411	 113.075
   747	 -68.997	 212.724	 113.395
   748	 -68.754	 213.016	 113.724
   749	 -68.488	 213.292	 114.055
   750	 129.261	 223.932	 126.265
   751	 129.005	 224.156	 126.632
   752	 128.733	 224.392	 126.979
   753	 128.452	 224.638	 127.314
   754	 128.179	 224.877	 127.658
   755	 127.954	 225.103	 128.042
   756	 127.756	 225.318	 128.449
   757	 127.570	 225.533	 128.863
   758	 127.366	 225.750	 129.267
   759	 127.144	 225.962	 129.669
   760	 126.925	 226.209	 130.048
   761	 126.746	 226.506	 130.411
   762	 126.610	 226.840	 130.764
   763	 126.495	 227.188	 131.111
   764	 126.368	 227.534	 131.450
   765	 126.249	 227.892	 131.779
   766	 126.138	 228.256	 132.105
   767	 126.054	 228.658	 132.400
   768	 125.964	 229.051	 132.703
   769	 125.871	 229.419	 133.030
   770	 125.728	 229.709	 133.415
   771	 125.556	 229.968	 133.816
   772	 125.376	 230.242	 134.200
   773	 125.210	 230.544	 134.563
   774	 125.067	 230.871	 134.913
   775	 124.940	 231.199	 135.270
   776	 124.816	 231.531	 135.629
   777	 124.650	 231.854	 135.972
   778	 124.418	 232.148	 136.298
   779	 124.140	 232.422	 136.611
   780	 123.845	 232.682	 136.924
   781	 123.560	 232.947	 137.238
   782	 123.267	 233.213	 137.544
   783	 122.967	 233.484	 137.842
   784	 122.678	 233.750	 138.152
   785	 122.422	 233.996	 138.500
   786	 122.194	 234.223	 138.883
   787	 121.978	 234.439	 139.280
   788	 121.797	 234.650	 139.700
   789	 121.658	 234.845	 140.146
   790	 121.582	 235.019	 140.620
   791	 121.536	 235.167	 141.102
   792	 121.526	 235.286	 141.594
   793	 121.524	 235.386	 142.089
   794	 121.521	 235.478	 142.584
   795	 121.518	 235.566	 143.078
   796	 121.523	 235.645	 143.573
   797	 121.535	 235.712	 144.070
   798	 121.549	 235.759	 144.569
   799	 121.575	 235.790	 145.070
   800	 121.619	 235.814	 145.572
   801	 196.406	 171.213	  71.278
   802	 196.209	 171.030	  71.734
   803	 195.857	 170.751	  72.138
   804	 195.615	 170.541	  72.526
   805	 195.376	 170.341	  72.918
   806	 195.129	 170.143	  73.306
   807	 194.856	 169.966	  73.693
   808	 194.602	 169.731	  74.067
   809	 194.415	 169.502	  74.470
   810	 194.316	 169.261	  74.897
   811	 194.274	 169.084	  75.365
   812	 194.233	 168.907	  75.831
   813	 194.170	 168.710	  76.291
   814	 194.084	 168.504	  76.752
   815	 194.033	 168.309	  77.220
   816	 194.033	 168.159	  77.699
   817	 194.088	 168.066	  78.191
   818	 194.142	 167.999	  78.689
   819	 194.166	 167.934	  79.186
   820	 194.137	 167.833	  79.674
   821	 194.060	 167.688	  80.147
   822	 193.970	 167.516	  80.612
   823	 193.874	 167.335	  81.073
   824	 193.788	 167.170	  81.542
   825	 193.732	 167.042	  82.023
   826	 193.713	 166.959	  82.515
   827	 193.746	 166.940	  83.014
   828	 193.797	 166.946	  83.512
   829	 193.865	 166.969	  84.010
   830	 193.918	 166.962	  84.508
   831	 193.922	 166.900	  85.053
   832	 193.993	 166.879	  85.579
   833	 194.137	 166.914	  86.072
   834	 194.383	 167.018	  86.496
   835	 194.637	 167.110	  86.918
   836	 194.900	 167.151	  87.345
   837	 195.166	 167.140	  87.779
   838	 195.436	 167.090	  88.214
   839	 195.712	 167.041	  88.641
   840	 195.996	 167.026	  89.060
   841	 196.278	 167.085	  89.466
   842	 196.544	 167.246	  89.854
   843	 196.785	 167.485	  90.223
   844	 196.992	 167.816	  90.557
   845	 197.204	 168.138	  90.895
   846	 197.430	 168.419	  91.246
   847	 197.685	 168.606	  91.633
   848	 197.927	 168.776	  92.037
   849	 198.150	 168.937	  92.454
   850	 198.356	 169.096	  92.881
   851	 198.565	 169.245	  93.311
   852	 198.777	 169.399	  93.736
   853	 198.992	 169.554	  94.161
   854	 199.193	 169.713	  94.590
   855	 199.382	 169.876	  95.023
   856	 199.536	 170.052	  95.465
   857	 199.660	 170.234	  95.914
   858	 199.757	 170.422	  96.368
   859	 199.849	 170.609	  96.823
   860	 199.942	 170.804	  97.274
   861	 200.032	 170.991	  97.729
   862	 200.111	 171.160	  98.193
   863	 200.186	 171.279	  98.674
   864	 200.265	 171.344	  99.168
   865	 200.375	 171.346	  99.667
   866	 200.504	 171.316	 100.162
   867	 200.644	 171.280	 100.650
   868	 200.771	 171.255	 101.135
   869	 200.896	 171.242	 101.619
   870	 201.012	 171.207	 102.104
   871	 201.118	 171.182	 102.600
   872	 201.224	 171.124	 103.102
   873	 201.378	 170.988	 103.551
   874	 201.572	 170.786	 103.960
   875	 201.821	 170.494	 104.297
   876	 202.079	 170.199	 104.625
   877	 202.353	 169.866	 104.916
   878	 202.606	 169.578	 105.238
   879	 202.853	 169.296	 105.570
   880	 203.084	 169.017	 105.916
   881	 203.286	 168.744	 106.284
   882	 203.436	 168.512	 106.700
   883	 139.436	 204.491	 116.011
   884	 139.051	 204.795	 116.119
   885	 138.676	 205.114	 116.219
   886	 138.316	 205.452	 116.312
   887	 137.951	 205.784	 116.416
   888	 137.600	 206.126	 116.544
   889	 137.257	 206.463	 116.703
   890	 136.916	 206.800	 116.867
   891	 136.580	 207.145	 117.021
   892	 136.261	 207.493	 117.193
   893	 135.964	 207.833	 117.414
   894	 135.696	 208.184	 117.655
   895	 135.439	 208.537	 117.903
   896	 135.164	 208.888	 118.140
   897	 134.872	 209.232	 118.383
   898	 134.612	 209.584	 118.641
   899	 134.420	 209.934	 118.945
   900	 134.312	 210.273	 119.295
   901	 134.236	 210.601	 119.664
   902	 134.177	 210.927	 120.039
   903	 134.110	 211.253	 120.413
   904	 134.044	 211.581	 120.784
   905	 133.974	 211.916	 121.152
   906	 133.912	 212.249	 121.525
   907	 133.894	 212.550	 121.924
   908	 133.950	 212.784	 122.356
   909	 134.056	 212.958	 122.818
   910	 134.177	 213.100	 123.288
   911	 134.270	 213.253	 123.755
   912	 134.342	 213.405	 124.227
   913	 134.387	 213.541	 124.708
   914	 134.414	 213.674	 125.193
   915	 134.455	 213.816	 125.673
   916	 134.531	 213.980	 126.138
   917	 134.639	 214.158	 126.594
   918	 134.757	 214.345	 127.042
   919	 134.889	 214.540	 127.484
   920	 135.026	 214.751	 127.919
   921	 135.138	 214.990	 128.350
   922	 135.240	 215.196	 128.797
   923	 135.298	 215.358	 129.266
   924	 135.331	 215.450	 129.757
   925	 135.313	 215.539	 130.250
   926	 135.290	 215.624	 130.744
   927	 135.277	 215.729	 131.233
   928	 135.276	 215.841	 131.721
   929	 135.283	 215.960	 132.208
   930	 135.303	 216.089	 132.695
   931	 135.262	 216.178	 133.207
   932	 135.156	 216.226	 133.727
   933	 134.994	 216.232	 134.241
   934	 134.880	 216.273	 134.726
   935	 134.778	 216.334	 135.213
   936	 134.682	 216.409	 135.699
   937	 134.564	 216.499	 136.179
   938	 134.457	 216.515	 136.667
   939	 134.331	 216.490	 137.153
   940	 134.198	 216.418	 137.638
   941	 134.013	 216.388	 138.101
   942	 133.810	 216.357	 138.557
   943	 133.599	 216.329	 139.010
   944	 133.394	 216.303	 139.465
   945	 133.160	 216.284	 139.910
   946	 132.955	 216.265	 140.366
   947	 132.761	 216.208	 140.823
   948	 132.580	 216.075	 141.273
   949	 132.379	 215.880	 141.702
   950	 132.178	 215.668	 142.122
   951	 132.003	 215.486	 142.554
   952	 131.847	 215.307	 142.994
   953	 131.735	 215.120	 143.448
   954	 131.634	 214.901	 143.889
   955	 131.513	 214.643	 144.301
   956	 131.325	 214.350	 144.660
   957	 131.100	 214.042	 144.986
   958	 130.855	 213.728	 145.294
   959	 130.613	 213.415	 145.601
   960	 130.371	 213.106	 145.911
   961	 130.139	 212.790	 146.221
   962	 129.900	 212.473	 146.526
   963	 129.653	 212.153	 146.822
   964	-189.446	 128.546	 -84.418
   965	-189.631	 129.002	 -84.248
   966	-189.812	 129.458	 -84.052
   967	-189.930	 129.923	 -83.864
   968	-189.948	 130.386	 -83.669
   969	-189.917	 130.858	 -83.506
   970	-189.885	 131.330	 -83.340
   971	-189.850	 131.802	 -83.180
   972	-189.795	 132.273	 -83.019
   973	-189.727	 132.742	 -82.858
   974	-189.649	 133.212	 -82.704
   975	-189.568	 133.681	 -82.546
   976	-189.481	 134.149	 -82.381
   977	-189.438	 134.612	 -82.195
   978	-189.441	 135.070	 -81.997
   979	-189.506	 135.516	 -81.781
   980	-189.585	 135.959	 -81.561
   981	-189.666	 136.399	 -81.335
   982	-189.734	 136.846	 -81.119
   983	-189.797	 137.306	 -80.910
   984	-189.849	 137.748	 -80.666
   985	-189.948	 138.146	 -80.361
   986	-190.095	 138.495	 -80.010
   987	-190.289	 138.821	 -79.656
   988	-190.456	 139.149	 -79.317
   989	-190.624	 139.485	 -78.986
   990	-190.795	 139.806	 -78.644
   991	-190.962	 140.105	 -78.280
   992	-191.113	 140.372	 -77.884
   993	-191.243	 140.623	 -77.471
   994	-191.363	 140.866	 -77.051
   995	-191.471	 141.108	 -76.626
   996	-191.580	 141.352	 -76.203
   997	-191.673	 141.588	 -75.772
   998	-191.760	 141.810	 -75.332
   999	-191.816	 142.001	 -74.871
  1000	-191.758	 142.233	 -74.415
  1001	-191.640	 142.486	 -73.966
  1002	-191.504	 142.758	 -73.527
  1003	-191.451	 142.969	 -73.074
  1004	  55.560	 121.883	  19.133
  1005	  56.041	 121.757	  19.184
  1006	  56.495	 121.554	  19.284
  1007	  56.965	 121.425	  19.403
  1008	  57.448	 121.334	  19.483
  1009	  57.958	 121.321	  19.510
  1010	  58.452	 121.242	  19.478
  1011	  58.950	 121.182	  19.381
  1012	  59.446	 121.115	  19.268
  1013	  59.940	 121.035	  19.186
  1014	  60.430	 120.932	  19.180
  1015	  60.946	 120.859	  19.189
  1016	  61.441	 120.726	  19.202
  1017	  61.905	 120.525	  19.211
  1018	  62.322	 120.241	  19.127
  1019	  62.731	 119.953	  18.984
  1020	  63.127	 119.664	  18.786
  1021	  63.526	 119.399	  18.639
  1022	  63.924	 119.131	  18.495
  1023	  64.311	 118.852	  18.344
  1024	  64.666	 118.532	  18.199
  1025	  64.981	 118.167	  18.067
  1026	  65.265	 117.766	  17.969
  1027	  65.538	 117.354	  17.884
  1028	  65.820	 116.949	  17.800
  1029	  66.109	 116.551	  17.709
  1030	 -95.134	 201.339	-137.916
  1031	 -94.827	 200.944	-137.932
  1032	 -94.517	 200.551	-137.976
  1033	 -94.210	 200.154	-138.020
  1034	 -93.912	 199.749	-138.038
  1035	 -93.659	 199.319	-137.991
  1036	 -93.452	 198.871	-137.914
  1037	 -93.282	 198.408	-137.822
  1038	 -93.118	 197.942	-137.738
  1039	 -92.939	 197.481	-137.656
  1040	 -92.719	 197.026	-137.583
  1041	 -92.499	 196.562	-137.530
  1042	 -92.337	 196.084	-137.481
  1043	 -92.269	 195.588	-137.446
  1044	 -92.281	 195.085	-137.418
  1045	 -92.321	 194.581	-137.407
  1046	 -92.360	 194.081	-137.403
  1047	 -92.385	 193.582	-137.404
  1048	 -92.403	 193.081	-137.413
  1049	 -92.425	 192.581	-137.418
  1050	 -92.453	 192.082	-137.405
  1051	 -92.509	 191.589	-137.347
  1052	 -92.589	 191.106	-137.248
  1053	 -92.690	 190.631	-137.121
  1054	 -92.794	 190.160	-136.988
  1055	 -92.888	 189.685	-136.861
  1056	 -92.974	 189.208	-136.740
  1057	 -93.064	 188.734	-136.608
  1058	 -93.172	 188.276	-136.440
  1059	 -93.299	 187.838	-136.231
  1060	 -93.445	 187.426	-135.987
  1061	 -93.596	 187.025	-135.727
  1062	 -93.748	 186.629	-135.460
  1063	 -93.898	 186.230	-135.198
  1064	 -94.049	 185.830	-134.939
  1065	 -94.201	 185.432	-134.677
  1066	 -94.356	 185.037	-134.414
  1067	 -94.518	 184.647	-134.144
  1068	 -94.727	 184.317	-133.821
  1069	 -94.966	 184.052	-133.446
  1070	 -95.228	 183.840	-133.035
  1071	 -95.456	 183.607	-132.644
  1072	 -95.694	 183.345	-132.290
  1073	 -95.946	 183.062	-131.960
  1074	 206.359	 261.350	-147.487
  1075	 206.099	 261.607	-147.145
  1076	 205.835	 261.852	-146.796
  1077	 205.566	 262.065	-146.420
  1078	 205.305	 262.303	-146.060
  1079	 205.065	 262.600	-145.740
  1080	 204.836	 262.954	-145.470
  1081	 204.608	 263.320	-145.213
  1082	 204.368	 263.674	-144.951
  1083	 204.125	 264.019	-144.682
  1084	 203.858	 264.366	-144.419
  1085	 203.610	 264.695	-144.120
  1086	 203.372	 265.007	-143.798
  1087	 203.138	 265.290	-143.454
  1088	 202.869	 265.566	-143.127
  1089	 202.566	 265.838	-142.828
  1090	 202.236	 266.118	-142.562
  1091	 201.884	 266.401	-142.318
  1092	 201.541	 266.680	-142.071
  1093	 201.202	 266.950	-141.816
  1094	 200.873	 267.225	-141.551
  1095	 200.595	 267.494	-141.237
  1096	 200.398	 267.761	-140.868
  1097	 200.274	 268.014	-140.451
  1098	 200.365	 268.199	-139.929
  1099	 -76.571	  99.111	  -6.767
  1100	 -76.590	  99.354	  -6.311
  1101	 -76.618	  99.585	  -5.843
  1102	 -76.609	  99.816	  -5.382
  1103	 -76.469	 100.082	  -4.980
  1104	 -76.283	 100.275	  -4.522
  1105	 -76.087	 100.517	  -4.075
  1106	 -75.963	 100.805	  -3.646
  1107	 -75.956	 101.138	  -3.257
  1108	 -75.964	 101.424	  -2.837
  1109	 -75.966	 101.686	  -2.400
  1110	 -75.968	 101.946	  -1.964
  1111	 -76.042	 102.230	  -1.558
  1112	 -76.120	 102.519	  -1.154
  1113	 -76.221	 102.816	  -0.761
  1114	 -76.366	 103.131	  -0.403
  1115	 -76.579	 103.458	  -0.094
  1116	 -76.828	 103.793	   0.184
  1117	 -77.088	 104.130	   0.450
  1118	 -77.342	 104.468	   0.718
  1119	 -77.595	 104.805	   0.987
  1120	 -77.848	 105.145	   1.254
  1121	 -78.114	 105.492	   1.510
  1122	 -78.370	 105.835	   1.785
  1123	 -78.597	 106.150	   2.104
  1124	 -78.766	 106.412	   2.491
  1125	 -78.880	 106.631	   2.925
  1126	 -78.953	 106.821	   3.385
  1127	 -79.024	 107.014	   3.843
  1128	 -79.089	 107.230	   4.291
  1129	 -79.138	 107.477	   4.724
  1130	 -79.113	 107.736	   5.149
  1131	 -79.029	 107.998	   5.565
  1132	 -78.908	 108.246	   5.983
  1133	 -78.796	 108.498	   6.400
  1134	 -78.700	 108.758	   6.819
  1135	 -78.623	 109.050	   7.244
  1136	 -78.516	 109.297	   7.679
  1137	 -78.370	 109.486	   8.125
  1138	 -78.235	 109.658	   8.576
  1139	 -78.173	 109.823	   9.052
  1140	 -78.242	 109.972	   9.554
  1141	 -78.355	 110.066	  10.066
  1142	 -78.515	 110.177	  10.561
  1143	 -78.676	 110.316	  11.034
  1144	 148.253	 113.216	 -41.920
  1145	 148.264	 113.122	 -41.427
  1146	 148.272	 113.009	 -40.938
  1147	 148.281	 112.883	 -40.454
  1148	 148.300	 112.752	 -39.971
  1149	 148.302	 112.634	 -39.479
  1150	 148.296	 112.499	 -38.984
  1151	 148.352	 112.324	 -38.514
  1152	 148.430	 112.153	 -38.050
  1153	 148.512	 112.011	 -37.582
  1154	 148.544	 111.908	 -37.091
  1155	 148.591	 111.794	 -36.606
  1156	 148.632	 111.711	 -36.109
  1157	 148.667	 111.651	 -35.600
  1158	 148.720	 111.570	 -35.096
  1159	 148.781	 111.429	 -34.612
  1160	 148.826	 111.231	 -34.150
  1161	 148.826	 111.004	 -33.704
  1162	 148.788	 110.751	 -33.275
  1163	 148.733	 110.486	 -32.854
  1164	 148.665	 110.222	 -32.435
  1165	 148.603	 109.960	 -32.013
  1166	 148.537	 109.696	 -31.594
  1167	 148.462	 109.433	 -31.176
  1168	 148.376	 109.172	 -30.758
  1169	 148.274	 108.912	 -30.343
  1170	 148.164	 108.649	 -29.932
  1171	 148.053	 108.383	 -29.523
  1172	 147.953	 108.118	 -29.111
  1173	 147.860	 107.855	 -28.692
  1174	 147.748	 107.580	 -28.286
  1175	 147.618	 107.272	 -27.915
  1176	 147.488	 106.927	 -27.576
  1177	 147.365	 106.560	 -27.256
  1178	 147.240	 106.203	 -26.929
  1179	 147.083	 105.869	 -26.590
  1180	 146.888	 105.563	 -26.239
  1181	 146.657	 105.281	 -25.871
  1182	 146.467	 104.970	 -25.518
  1183	 146.342	 104.624	 -25.179
  1184	 146.283	 104.239	 -24.865
  1185	 146.256	 103.841	 -24.557
  1186	 146.244	 103.435	 -24.251
  1187	 146.219	 103.043	 -23.933
  1188	 146.164	 102.670	 -23.600
  1189	 146.083	 102.313	 -23.257
  1190	 145.990	 101.977	 -22.896
  1191	 145.890	 101.682	 -22.499
  1192	 145.757	 101.418	 -22.090
  1193	 145.583	 101.163	 -21.692
  1194	 145.365	 100.890	 -21.335
  1195	 145.124	 100.607	 -21.000
  1196	 144.873	 100.318	 -20.677
  1197	 144.618	 100.025	 -20.360
  1198	 144.367	  99.733	 -20.038
  1199	 144.134	  99.441	 -19.706
  1200	 143.929	  99.147	 -19.356
  1201	 143.771	  98.846	 -18.990
  1202	 143.646	  98.535	 -18.619
  1203	 143.546	  98.216	 -18.246
  1204	 143.444	  97.891	 -17.880
  1205	 143.334	  97.567	 -17.514
  1206	 143.221	  97.247	 -17.142
  1207	 143.107	  96.910	 -16.786
  1208	 142.990	  96.542	 -16.467
  1209	 142.870	  96.131	 -16.208
  1210	 142.744	  95.699	 -15.982
  1211	 142.609	  95.265	 -15.768
  1212	 142.450	  94.846	 -15.544
  1213	 142.269	  94.431	 -15.326
  1214	 142.055	  94.020	 -15.125
  1215	 141.828	  93.601	 -14.951
  1216	 141.627	  93.167	 -14.790
  1217	 141.526	  92.714	 -14.605
  1218	 141.502	  92.259	 -14.385
  1219	 141.517	  91.803	 -14.153
  1220	 141.502	  91.342	 -13.951
  1221	 141.459	  90.875	 -13.774
  1222	 141.384	  90.412	 -13.600
  1223	 141.291	  89.956	 -13.418
  1224	 141.199	  89.502	 -13.230
  1225	 141.118	  89.041	 -13.052
  1226	 141.073	  88.558	 -12.919
  1227	 141.062	  88.053	 -12.851
  1228	 141.072	  87.540	 -12.820
  1229	 141.071	  87.028	 -12.835
  1230	 141.030	  86.523	 -12.847
  1231	 140.940	  86.018	 -12.879
  1232	  48.871	 188.286	-110.418
  1233	  49.004	 188.314	-109.937
  1234	  49.125	 188.339	-109.452
  1235	  49.219	 188.384	-108.962
  1236	  49.264	 188.476	-108.460
  1237	  49.316	 188.581	-107.960
  1238	  49.422	 188.669	-107.475
  1239	  49.632	 188.700	-107.022
  1240	  49.903	 188.713	-106.597
  1241	  50.202	 188.734	-106.186
  1242	  50.482	 188.780	-105.768
  1243	  50.718	 188.840	-105.326
  1244	  50.939	 188.923	-104.882
  1245	  51.167	 189.022	-104.446
  1246	  51.399	 189.154	-104.023
  1247	  51.617	 189.305	-103.598
  1248	  51.828	 189.474	-103.177
  1249	  52.046	 189.635	-102.756
  1250	  52.254	 189.818	-102.340
  1251	  52.430	 190.055	-101.939
  1252	  52.570	 190.352	-101.557
  1253	  52.679	 190.684	-101.189
  1254	  52.772	 191.013	-100.822
  1255	  52.851	 191.345	-100.454
  1256	  52.909	 191.674	-100.081
  1257	  52.947	 192.002	 -99.706
  1258	  52.948	 192.325	 -99.322
  1259	  52.931	 192.646	 -98.936
  1260	  52.907	 192.960	 -98.544
  1261	  52.879	 193.272	 -98.151
  1262	  52.882	 193.585	 -97.761
  1263	  52.948	 193.897	 -97.380
  1264	  53.077	 194.207	 -97.006
  1265	  53.230	 194.513	 -96.637
  1266	  53.376	 194.816	 -96.265
  1267	  53.526	 195.116	 -95.895
  1268	  53.683	 195.422	 -95.530
  1269	  53.854	 195.738	 -95.178
  1270	  54.023	 196.064	 -94.833
  1271	  54.192	 196.395	 -94.493
  1272	  73.816	 183.751	  37.816
  1273	  73.901	 183.946	  38.336
  1274	  73.762	 184.238	  38.968
  1275	  73.748	 184.395	  39.444
  1276	  73.790	 184.498	  39.934
  1277	  73.834	 184.603	  40.422
  1278	  73.886	 184.705	  40.911
  1279	  73.926	 184.822	  41.397
  1280	  73.941	 184.941	  41.897
  1281	  73.980	 185.093	  42.384
  1282	  74.067	 185.307	  42.827
  1283	  74.207	 185.570	  43.227
  1284	  74.368	 185.871	  43.596
  1285	  74.522	 186.168	  43.968
  1286	  74.668	 186.486	  44.328
  1287	  74.818	 186.811	  44.683
  1288	  74.962	 187.129	  45.052
  1289	  75.145	 187.389	  45.440
  1290	  75.358	 187.591	  45.844
  1291	  75.613	 187.745	  46.246
  1292	  75.874	 187.897	  46.644
  1293	  76.123	 188.082	  47.049
  1294	  76.382	 188.254	  47.457
  1295	  76.652	 188.360	  47.868
  1296	  76.940	 188.334	  48.269
  1297	  77.240	 188.228	  48.655
  1298	  77.555	 188.097	  49.025
  1299	  77.888	 187.993	  49.386
  1300	  78.226	 187.894	  49.747
  1301	  78.554	 187.792	  50.123
  1302	  78.848	 187.748	  50.534
  1303	  79.114	 187.746	  50.964
  1304	  79.353	 187.754	  51.412
  1305	  79.611	 187.743	  51.841
  1306	  79.874	 187.732	  52.270
  1307	  80.142	 187.728	  52.696
  1308	  80.422	 187.743	  53.114
  1309	  80.718	 187.780	  53.517
  1310	  81.027	 187.844	  53.905
